content,date,likeCount,media,outlinks,quoteCount,quotedTweet,replyCount,retweetCount,retweetedTweet,url,id,conversationId
Bored girl at the holiday party. https://t.co/RUgz1CmaiJ,2019-12-01 17:18:29,220367,1,0,4110,0,3944,26615,0,https://twitter.com/taylorswift13/status/1201188834844635136,1201188834844635136,1201188834844635136
"HEY @britishvogue! It’s always a dreamscape of creativity &amp; hilarity working with @Edward_Enninful but putting him together with @patmcgrathreal = the funniest wildest shoot I’ve been on 😹 Love this team, so grateful for everyone involved Craig McDean, @GuidoPalau, @JillDemling https://t.co/AOUTCid4fG",2019-12-01 17:05:25,97037,1,0,2838,0,3407,14715,0,https://twitter.com/taylorswift13/status/1201185542882373632,1201185542882373632,1201185542882373632
"So excited to release the new version of Lover, the First Dance Remix - based on the arrangement of the AMAs performance! https://t.co/EnaBoNK2OT https://t.co/9avGusDmy0",2019-11-26 05:22:34,132291,1,1,2124,0,3639,14873,0,https://twitter.com/taylorswift13/status/1199196728123113472,1199196728123113472,1199196728123113472
I was up there because of you and I know that every minute of every day ❤️ photo by 📸 Kevin Winter https://t.co/k9RW2qWdMo,2019-11-25 07:52:34,213022,1,0,2115,0,3335,28580,0,https://twitter.com/taylorswift13/status/1198872090494955520,1198872090494955520,1198872090494955520
Hi guys have I told you lately that I LOVE YOU https://t.co/Up8XXD1XvJ,2019-11-25 07:27:46,379340,1,0,9808,0,10107,60014,0,https://twitter.com/taylorswift13/status/1198865849227964416,1198865849227964416,1198865849227964416
@paginaskinner @reidoburrito95 @TeenVogue This just made me SO emotional. @reidoburrito95 I can’t tell you how honored I am that my song has been even a small part in your journey. You did the brave thing and stood up for your truth 👏👏👏👏👏👏👏👏👏👏👏👏👏,2019-11-23 03:28:19,12508,0,0,203,0,476,1860,0,https://twitter.com/taylorswift13/status/1198080812509515777,1198080812509515777,1197998032312123392
The lyric video for the Lover remix is here and she’s wintery cute check her out 🌨❄️☃️ @ShawnMendes   https://t.co/YoswDVz4U3 https://t.co/k7dzL7CY3v,2019-11-22 23:10:09,81969,1,1,1048,0,2019,11698,0,https://twitter.com/taylorswift13/status/1198015842623139840,1198015842623139840,1198015842623139840
Don’t know what else to do https://t.co/1uBrXwviTS,2019-11-14 23:35:53,816034,1,0,85528,0,40856,237733,0,https://twitter.com/taylorswift13/status/1195123215657508867,1195123215657508867,1195123215657508867
“Beautiful Ghosts” out tomorrow at 12:01 a.m. EST 😺 @catsmovie https://t.co/nZ5ncd3yki,2019-11-14 13:17:43,106049,1,0,3732,0,3435,18712,0,https://twitter.com/taylorswift13/status/1194967650599866368,1194967650599866368,1194967650599866368
Well guys it finally happened: WE DID A COLLABORASHAWN. Sending out a whole entire THANKS BUDDY to @ShawnMendes rn - I’m so stoked that our remix of Lover is out NOW!  https://t.co/BOxfgBKv1a https://t.co/0dFyd1Lk5O,2019-11-13 12:13:40,146700,1,1,7635,0,5021,24777,0,https://twitter.com/taylorswift13/status/1194589142841282560,1194589142841282560,1194589142841282560
According to my jet lag it is one hundred o clock celsius. https://t.co/F4rNMwFkNl,2019-11-12 16:07:10,170390,1,0,3331,0,5215,18129,0,https://twitter.com/taylorswift13/status/1194285514544877568,1194285514544877568,1194285514544877568
Dressing room is lit https://t.co/dYCmiCWNLe,2019-11-11 14:01:08,169638,1,0,2360,0,4208,22243,0,https://twitter.com/taylorswift13/status/1193891411860639745,1193891411860639745,1193891411860639745
"If it don’t fits, I still sits. https://t.co/7HwaEGWrT5",2019-11-10 17:47:35,208788,1,0,3300,0,5414,24206,0,https://twitter.com/taylorswift13/status/1193586009457528833,1193586009457528833,1193586009457528833
🍬💕pretty city 🍭🌸 https://t.co/mBIBfrbFMm,2019-11-09 03:35:59,169011,1,0,1298,0,3728,17891,0,https://twitter.com/taylorswift13/status/1193009311645085697,1193009311645085697,1193009311645085697
Earring said SMILE but I stay smirking. 😏 https://t.co/g0R19uKl1t,2019-11-07 13:04:03,114980,1,0,1703,0,3261,12657,0,https://twitter.com/taylorswift13/status/1192427495330648065,1192427495330648065,1192427495330648065
Ya could I get these to go? @ntv_sukkiri https://t.co/tNCS9pJTCp,2019-11-07 03:12:36,122427,1,0,1074,0,2243,14134,0,https://twitter.com/taylorswift13/status/1192278652823703552,1192278652823703552,1192278652823703552
CONGRATULATIONS!!!! 💗💗💗💗💗💗💗💗💗💗💗💗💗 https://t.co/laPfuMRkaH,2019-11-07 02:01:05,72522,0,1,461,1,1276,6202,0,https://twitter.com/taylorswift13/status/1192260651370131458,1192260651370131458,1192260651370131458
💗 Tokyo is for Lovers 💗  📷: Kayoko Yamamoto https://t.co/VVDqh1uAI5,2019-11-07 00:21:45,90019,1,0,1176,0,1646,10326,0,https://twitter.com/taylorswift13/status/1192235653389533192,1192235653389533192,1192235653389533192
S/O to all the moms whose adult daughters ask them to take a pic in a hotel hallway bc they’re feeling their outfit - you’re the real mvps 🏅 https://t.co/ksdwvN58tL,2019-11-06 22:04:44,131061,1,0,1883,0,3716,14132,0,https://twitter.com/taylorswift13/status/1192201172142215168,1192201172142215168,1192201172142215168
Have arrived in the land of cat cafes and eternal cuteness TOKYO HI 💕🌸🍭🍬🎆 I’m off to stare into pastel aquariums and hug all the people CAN’T WAIT TO SEE YOU GUYS LATER! https://t.co/M2uvgIHe4i,2019-11-06 06:12:16,107901,1,0,1595,0,3037,13170,0,https://twitter.com/taylorswift13/status/1191961478045294592,1191961478045294592,1191961478045294592
You heard it here first 👽 😇 🎶 Watch us on @NBCTheVoice at 8/7c tonight! @kellyclarkson https://t.co/s1P8ywYsXB,2019-11-06 00:38:24,48487,1,0,205,0,1007,4828,0,https://twitter.com/taylorswift13/status/1191877457592438784,1191877457592438784,1191877457592438784
Playing with filters and yelling with the Legend himself. Tune in to @NBCTheVoice tonight at 8/7c! @johnlegend https://t.co/OG5AZ8XCjr,2019-11-04 22:36:00,57075,1,0,217,0,1119,5760,0,https://twitter.com/taylorswift13/status/1191484267311841286,1191484267311841286,1191484267311841286
💘💘💘💘💘💘💘💘💘💘💘💘💘 https://t.co/niz0c7cJPS,2019-11-01 00:49:24,44546,0,1,92,1,623,3256,0,https://twitter.com/taylorswift13/status/1190068285653602304,1190068285653602304,1190068285653602304
🎃🎃🎃🎃🎃🎃🎃🎃🎃🎃🎃🎃🎃 https://t.co/6uEwLV6Q1t,2019-11-01 00:45:53,74974,0,1,145,1,714,6278,0,https://twitter.com/taylorswift13/status/1190067401200734209,1190067401200734209,1190067401200734209
💗💗💗💗💗💗💗💗💗💗💗💗💗 https://t.co/eATA5z9DVG,2019-11-01 00:43:31,33798,0,1,73,1,687,2512,0,https://twitter.com/taylorswift13/status/1190066805332688896,1190066805332688896,1190066805332688896
"We talked emo bands, favorite lyricists (hey @petewentz &amp; @LanaDelRey), zingers, and soooo much more. Full interview with @zanelowe is live on @Beats1 @AppleMusic! 💕 https://t.co/iUYnqqsfum https://t.co/thzhTnRZcS",2019-10-30 18:36:13,44918,1,1,752,0,1146,6149,0,https://twitter.com/taylorswift13/status/1189611984997748739,1189611984997748739,1189611984997748739
Catch us on @NBCTheVoice tonight at 8/7c! @gwenstefani 💗 https://t.co/Njhql62zDf,2019-10-29 22:35:10,57026,1,0,273,0,1053,5699,0,https://twitter.com/taylorswift13/status/1189309730025549824,1189309730025549824,1189309730025549824
"Hug your cat today. Or don’t, if your cat hates hugs. But anyway. Happy #NationalCatDay from me, Olivia, Meredith, and Benjamin. 😸😸😸👱🏻‍♀️ https://t.co/hCaiDJwF6Y",2019-10-29 18:47:47,122276,1,0,1735,0,3099,20211,0,https://twitter.com/taylorswift13/status/1189252505026387968,1189252505026387968,1189252505026387968
I was promised Lively 🤷🏼‍♀️ But Shelton is cool too. SO excited to be on @NBCTheVoice with @blakeshelton tonight at 8/7c! https://t.co/haSdVflANG,2019-10-28 21:39:52,79824,1,0,645,0,1696,8535,0,https://twitter.com/taylorswift13/status/1188933423957794817,1188933423957794817,1188933423957794817
"Talked with @zanelowe about @catsmovie + my original song for the film ""Beautiful Ghosts"" 🌟 Watch the clip now - but we talked about a lot more than that so listen to our full conversation coming next Wednesday on @AppleMusic @Beats1! https://t.co/DQfrgHDvNa https://t.co/iTbxGVXVPR",2019-10-25 19:30:01,42159,1,1,158,0,1110,5280,0,https://twitter.com/taylorswift13/status/1187813584891469824,1187813584891469824,1187813584891469824
I was so excited when @OfficialALW asked me to write an original song with him for @catsmovie. “Beautiful Ghosts” is performed in the film by the extraordinary Francesca Hayward who plays “Victoria” &amp; reprised by Dame Judi Dench (!!!!!) who plays “Old Deuteronomy” 😺 Coming soon! https://t.co/97Hjk2nlfR,2019-10-25 00:26:11,61987,1,0,1217,0,1755,10115,0,https://twitter.com/taylorswift13/status/1187525727886987264,1187525727886987264,1187525727886987264
@GiphyPop Because it is. 💁‍♀️ https://t.co/mMjEra8o8y,2019-10-24 23:02:19,8594,1,0,182,0,476,1806,0,https://twitter.com/taylorswift13/status/1187504621234905090,1187504621234905090,1187374935586562048
"Because of you, there was a 2nd 3rd 4th 5th 6th and 7th album. You guys made me into a headliner because you wanted to see me play. And your support all these years is what’s helped me stay true to that kid I was when I started out. #13YearsOfTaylor",2019-10-24 19:40:51,118090,0,0,1675,0,3208,19393,0,https://twitter.com/taylorswift13/status/1187453924111986688,1187453924111986688,1187453920068734978
"I said in an interview 13 years ago ""I'm just hoping that I have a second album that does as well as the first &amp; someday get to be a headliner, &amp; always be the same person that I started out as.” Scrolling through your posts has me feeling all the feelings &amp; I want to thank you. https://t.co/nlnjqQgmIL",2019-10-24 19:40:51,280742,1,0,7075,0,5899,57025,0,https://twitter.com/taylorswift13/status/1187453920068734978,1187453920068734978,1187453920068734978
Be sure to watch next week! 💗😺💗 https://t.co/pMrjKbisN9,2019-10-23 21:39:11,54591,0,1,244,1,1832,6653,0,https://twitter.com/taylorswift13/status/1187121314630426625,1187121314630426625,1187121314630426625
"Tiny desk, BIG mood. Thank you @NPR for that awesome experience, I can’t wait to relive it when #tinydesk comes out! 📷 @BobBoilen https://t.co/P3LdI2wXXU",2019-10-11 16:26:12,89859,1,0,769,0,1994,11146,0,https://twitter.com/taylorswift13/status/1182693894556966912,1182693894556966912,1182693894556966912
🤗💗👍 https://t.co/yU5eZ2GeVl,2019-10-08 21:54:59,90821,0,1,1028,1,2268,8957,0,https://twitter.com/taylorswift13/status/1181689469998682112,1181689469998682112,1181689469998682112
💛💚💜💗💜💚💛  📷: Mary Ellen Matthews https://t.co/AoH0UEPM0k,2019-10-08 20:47:04,89745,1,0,487,0,1779,10178,0,https://twitter.com/taylorswift13/status/1181672379799539712,1181672379799539712,1181672379799539712
"Had the best time playing Lover on @nbcsnl exactly the way I wrote it, on piano in a quiet moment. A huge thank you to Lenny Pickett for playing on False God🎷! Phoebe was excellent as host &amp; Mary Ellen Matthews is always awesome to work with. Make sure to watch Camila next week! https://t.co/zQ22GdFvDI",2019-10-07 16:34:07,79369,1,0,521,0,2351,9406,0,https://twitter.com/taylorswift13/status/1181246335552540672,1181246335552540672,1181246335552540672
Threw out our cloaks and our daggers because it’s morning now.. 💜   📷: Erik Madigan Heck https://t.co/woz8zpzjtw,2019-09-21 13:49:12,97224,1,0,836,0,2659,11244,0,https://twitter.com/taylorswift13/status/1175406627920449548,1175406627920449548,1175406627920449548
"It’s blue, the feeling I got 💙  📷: Erik Madigan Heck https://t.co/vlHis2SMIU",2019-09-18 18:25:09,97423,1,0,961,0,2012,13157,0,https://twitter.com/taylorswift13/status/1174388907250769920,1174388907250769920,1174388907250769920
"It’s golden, like daylight 💛  📷: Erik Madigan Heck https://t.co/TKjINyd9KZ",2019-09-18 14:38:20,116290,1,0,1933,0,2556,16890,0,https://twitter.com/taylorswift13/status/1174331829597261824,1174331829597261824,1174331829597261824
"The Lover album is open fields, sunsets, + SUMMER. I want to perform it in a way that feels authentic. I want to go to some places I haven’t been and play festivals. Where we didn’t have festivals, we made some. Introducing, Lover Fest East + West! https://t.co/xw6YMN38WE https://t.co/IhVPQ8DMUG",2019-09-17 14:29:05,91087,1,1,12029,0,8435,17207,0,https://twitter.com/taylorswift13/status/1173967112735547397,1173967112735547397,1173967112735547397
💘💘💘💘💘💘💘💘💘💘💘💘💘 https://t.co/TCPqUFxk1J,2019-09-16 16:08:24,89917,0,1,1008,1,2370,12023,0,https://twitter.com/taylorswift13/status/1173629719310491648,1173629719310491648,1173629719310491648
"Got to play some new songs from Lover acoustic tonight, this was such an awesome way to celebrate this album finally being out in the world 🥰 📷: @HogieDave // @GettyVIP https://t.co/P2ZQW9rWJQ",2019-09-09 22:28:58,52944,1,0,295,0,1276,7365,0,https://twitter.com/taylorswift13/status/1171188777584418818,1171188777584418818,1171188777584418818
Tonight in Paris!!! Thank you to everyone who flew from all over the world to be at the City of Lover Concert! 💗💗💗 📷: @HogieDave // @GettyVIP https://t.co/rXoCPKfIwb,2019-09-09 22:21:36,92985,1,0,993,0,1951,13174,0,https://twitter.com/taylorswift13/status/1171186922884096001,1171186922884096001,1171186922884096001
🙏😭💗😘💕🎉😆 https://t.co/4GqZ8w7oJK,2019-09-02 17:55:23,65741,0,1,199,1,1835,6237,0,https://twitter.com/taylorswift13/status/1168583212630708224,1168583212630708224,1168583212630708224
💗💗💗💗💗💗💗💗💗💗💗💗💗 https://t.co/uDkjW8uOzI,2019-08-31 16:03:42,165628,1,0,3210,0,7964,23077,0,https://twitter.com/taylorswift13/status/1167830330616819712,1167830330616819712,1167830330616819712
Listen to “Lover” on the @AppleMusic #AListPop playlist 💕 https://t.co/raS8IuBy9P https://t.co/TvrBJrFKIH,2019-08-30 16:15:41,37556,1,1,128,0,1234,4895,0,https://twitter.com/taylorswift13/status/1167470957818187776,1167470957818187776,1167470957818187776
"Been sleeping so long in a twenty year dark night, but now I see daylight. 🌸 https://t.co/8Hpvt5AoEE",2019-08-29 20:59:08,57830,1,0,324,0,2623,3964,0,https://twitter.com/taylorswift13/status/1167179903260930048,1167179903260930048,1167179903260930048
It’s nice to have a friend 🥰 https://t.co/QBPkP1fXnY,2019-08-29 20:53:36,32816,1,0,141,0,1936,2483,0,https://twitter.com/taylorswift13/status/1167178511251058689,1167178511251058689,1167178511251058689
I could never look away ✨ https://t.co/IZD2EVmOL2,2019-08-29 20:49:04,33632,1,0,229,0,1939,2608,0,https://twitter.com/taylorswift13/status/1167177367187574784,1167177367187574784,1167177367187574784
Meet me in the afterglow 💘 https://t.co/cdxp07JAH4,2019-08-29 20:41:51,25943,1,0,136,0,2045,2109,0,https://twitter.com/taylorswift13/status/1167175550932267008,1167175550932267008,1167175550932267008
"I counted days, I counted miles...to see you there. 💗 https://t.co/20FPwtfa3T",2019-08-29 20:38:33,31842,1,0,163,0,1575,2327,0,https://twitter.com/taylorswift13/status/1167174723123470337,1167174723123470337,1167174723123470337
And I’ll never let you GO cause I know this is a FIGHT that someday we’re gonna WIN 💗 https://t.co/iODaImf5iy,2019-08-29 20:33:27,29008,1,0,182,0,1863,2474,0,https://twitter.com/taylorswift13/status/1167173440215887873,1167173440215887873,1167173440215887873
Like a Tennessee Stella McCartney 💘 The full #StellaxTaylorSwift line is available until midnight eastern tonight!   https://t.co/Dsog51BDP6 https://t.co/PQIoilR7H1,2019-08-29 16:55:40,44256,1,1,427,0,1537,6139,0,https://twitter.com/taylorswift13/status/1167118633480400901,1167118633480400901,1167118633480400901
I can still see it all in my mind 💗 https://t.co/9rMzqSzkEi,2019-08-28 20:52:00,60345,1,0,231,0,2678,4462,0,https://twitter.com/taylorswift13/status/1166815720803622912,1166815720803622912,1166815720803622912
I look through the windows of this love 💕 https://t.co/0YHKbnwAnt,2019-08-28 20:44:43,37440,1,0,181,0,1974,2811,0,https://twitter.com/taylorswift13/status/1166813887267840001,1166813887267840001,1166813887267840001
This love is worth the fight ❤️ https://t.co/TTJ6N1Ilkw,2019-08-28 20:34:05,32948,1,0,183,0,2161,2656,0,https://twitter.com/taylorswift13/status/1166811211066937346,1166811211066937346,1166811211066937346
"We were a fresh page on the desk, filling in the blanks as we go 💗 https://t.co/9wGs81eyV4",2019-08-28 20:24:34,27544,1,0,161,0,2121,2375,0,https://twitter.com/taylorswift13/status/1166808813690920961,1166808813690920961,1166808813690920961
It’s been a long time coming but... 💘 https://t.co/n1WHYajSz3,2019-08-28 20:17:28,27459,1,0,184,0,1733,2225,0,https://twitter.com/taylorswift13/status/1166807029303975942,1166807029303975942,1166807029303975942
Things will never be the same 💗 https://t.co/UlMMLw2b5y,2019-08-28 20:09:00,29350,1,0,222,0,1878,2434,0,https://twitter.com/taylorswift13/status/1166804898035437568,1166804898035437568,1166804898035437568
"Thank you!!! It’s the nicest feeling when someone sees your intention, so glad you like the journals 💘 https://t.co/eMiYRvqlgz",2019-08-28 17:40:47,38615,0,1,71,1,891,3710,0,https://twitter.com/taylorswift13/status/1166767597985161221,1166767597985161221,1166767597985161221
"“Taylor Swift’s diary entries are a must-read companion to Lover” was a thing The New York Times said so here’s where you can get them, I mean they literally said you must read them so... https://t.co/whgqEZMAlq https://t.co/GeCicGvqyC",2019-08-28 16:41:31,36444,1,1,300,0,1344,5572,0,https://twitter.com/taylorswift13/status/1166752681039409152,1166752681039409152,1166752681039409152
Thank you 💕💕💕💕💕💕💕💕💕💕💕💕💕 https://t.co/5GbaKdjyzT,2019-08-27 22:59:13,72611,1,0,436,0,1261,10665,0,https://twitter.com/taylorswift13/status/1166485344965074944,1166485344965074944,1166485344965074944
Thank you 💘💘💘💘💘💘💘💘💘💘💘💘💘 https://t.co/4uwNJohsUE,2019-08-27 22:40:03,47779,1,0,223,0,1006,7257,0,https://twitter.com/taylorswift13/status/1166480521532252165,1166480521532252165,1166480521532252165
Thank you 💗💗💗💗💗💗💗💗💗💗💗💗💗 https://t.co/2KEv4XhadQ,2019-08-27 22:37:15,64902,1,0,500,0,1489,10111,0,https://twitter.com/taylorswift13/status/1166479816494915585,1166479816494915585,1166479816494915585
"There’s a dazzling haze, a mysterious way about you dear... 📷: @ShearerPhoto @GettyVIP https://t.co/Xl63m45BJp",2019-08-27 21:26:16,49707,1,0,281,0,1193,7402,0,https://twitter.com/taylorswift13/status/1166461955323899904,1166461955323899904,1166461955323899904
"It’s you and me, there’s nothing like this 💘 https://t.co/JKS1O4rnzY",2019-08-27 20:58:20,33579,1,0,197,0,2058,2774,0,https://twitter.com/taylorswift13/status/1166454924361773056,1166454924361773056,1166454924361773056
"I once believed love would be burning red, but it’s golden 💛 https://t.co/09hzwQAVeu",2019-08-27 20:50:44,34471,1,0,167,0,1675,2840,0,https://twitter.com/taylorswift13/status/1166453013650792448,1166453013650792448,1166453013650792448
Threw out our cloaks and our daggers because it’s morning now. 💗 https://t.co/u1LqbgCKKd,2019-08-27 20:44:20,35881,1,0,272,0,1506,2685,0,https://twitter.com/taylorswift13/status/1166451400131469312,1166451400131469312,1166451400131469312
They say the road gets hard and you get lost when you’re led by blind faith..But we might just get away with it 💗 https://t.co/W3aKhXThA7,2019-08-27 20:38:06,25223,1,0,203,0,1340,2265,0,https://twitter.com/taylorswift13/status/1166449835010154496,1166449835010154496,1166449835010154496
"We bless the rains on Cornelia Street, memorize the creaks in the floor 💗 https://t.co/s3Uze1fJtb",2019-08-27 20:33:49,28787,1,0,159,0,1099,2422,0,https://twitter.com/taylorswift13/status/1166448755098497024,1166448755098497024,1166448755098497024
"Thank you to the fans who voted, our excellent cast, @todrick , @drewkirsch and everyone who worked so hard on the You Need to Calm Down video. @vmas Video of the Year 🤯 I MEAN JUST WOW GUYS YOU DID THAT HUH 🙏🙏🎉 📷: @KevinMazur // @GettyVIP https://t.co/WjD6muE3nv",2019-08-27 20:16:33,65347,1,0,358,0,1920,8549,0,https://twitter.com/taylorswift13/status/1166444409921134593,1166444409921134593,1166444409921134593
"I’ll tell you the truth, but never goodbye 💗 https://t.co/xpgFpLHKtv",2019-08-26 20:28:16,49025,1,0,211,0,1757,3696,0,https://twitter.com/taylorswift13/status/1166084970231861248,1166084970231861248,1166084970231861248
"And I hope I never lose you, hope it never ends 💗 https://t.co/7BhkCdssqB",2019-08-26 20:16:53,51013,1,0,390,0,1752,4111,0,https://twitter.com/taylorswift13/status/1166082105811619840,1166082105811619840,1166082105811619840
"Lost my gloves, you give me one. Wanna hang out? Yeah, sounds like fun 🌸 https://t.co/byJsAuDcHT",2019-08-26 20:06:57,30791,1,0,133,0,1601,2539,0,https://twitter.com/taylorswift13/status/1166079607688302593,1166079607688302593,1166079607688302593
This ultraviolet morning light below tells me this love is worth the fight 💗 https://t.co/fo8M7j5h6e,2019-08-26 19:59:11,32546,1,0,177,0,1400,2811,0,https://twitter.com/taylorswift13/status/1166077650219216896,1166077650219216896,1166077650219216896
Just wanna lift you up and not let you go 💘 https://t.co/A3UPmodaU1,2019-08-26 19:50:55,30086,1,0,114,0,1359,2623,0,https://twitter.com/taylorswift13/status/1166075573153783815,1166075573153783815,1166075573153783815
"Barefoot in the kitchen, sacred new beginnings that became my religion. Listen. 💘 https://t.co/AojqFASa3A",2019-08-26 19:43:06,28932,1,0,176,0,1402,2601,0,https://twitter.com/taylorswift13/status/1166073605807120384,1166073605807120384,1166073605807120384
"Ever since I saw Fleabag, I’ve been all ‘I can’t wait to see this woman host @nbcsnl’ and it’s happening now + I get to be there too = I am in shambles. 😭🙏 Oct 5th 🥳🎉 https://t.co/VcZeuXWKuc",2019-08-26 17:31:40,71613,1,0,1437,0,1837,7875,0,https://twitter.com/taylorswift13/status/1166040528443662338,1166040528443662338,1166040528443662338
I think we *all* know how I feel about sequins ✨ @StellaMcCartney  New pieces are being added to the online store every day so keep checking back: https://t.co/zSHpnhUlLb https://t.co/SsLhOIcHPY,2019-08-25 21:03:39,43847,1,1,198,0,951,5452,0,https://twitter.com/taylorswift13/status/1165731487918018560,1165731487918018560,1165731487918018560
I get mystified by how this city screams your name.💘 https://t.co/l2d5C1vLMX,2019-08-25 19:47:11,39047,1,0,231,0,1885,3402,0,https://twitter.com/taylorswift13/status/1165712242068865025,1165712242068865025,1165712242068865025
I’m crazier for you than I was at sixteen. 💗 https://t.co/VAGsMMUmcW,2019-08-25 19:38:14,59965,1,0,661,0,1931,5273,0,https://twitter.com/taylorswift13/status/1165709990826598402,1165709990826598402,1165709990826598402
"I want to drive away with you, I want your complications too 💗 https://t.co/dnL2iBHZhW",2019-08-25 19:33:03,36649,1,0,195,0,1372,3082,0,https://twitter.com/taylorswift13/status/1165708688092516358,1165708688092516358,1165708688092516358
I’m with you even if it makes me blue 💙 https://t.co/RuLE1qOlWt,2019-08-25 19:25:09,44101,1,0,204,0,1464,3955,0,https://twitter.com/taylorswift13/status/1165706699111419904,1165706699111419904,1165706699111419904
"Honey without all the exes fights and flaws, we wouldn’t be standing here so tall. 💘 https://t.co/S75cgE07A0",2019-08-25 19:15:08,38999,1,0,216,0,1799,3625,0,https://twitter.com/taylorswift13/status/1165704176711667712,1165704176711667712,1165704176711667712
You know I adore you 💗 https://t.co/YWgZM20Dco,2019-08-25 19:06:21,42115,1,0,252,0,1866,3894,0,https://twitter.com/taylorswift13/status/1165701966082793473,1165701966082793473,1165701966082793473
Stopped by the NYC pop up shop to celebrate Lover with the people who have made this week so insanely fun. Shout out to @CapitalOne for making the shop so NICE 💖 Love you guys so much! EVERYONE LOOKS SO CUTE IN THEIR STELLAxTS MERCH https://t.co/6aGjEkydTB,2019-08-24 22:58:16,60806,1,0,580,0,1575,7507,0,https://twitter.com/taylorswift13/status/1165397943437996032,1165397943437996032,1165397943437996032
"I scream “For whatever it’s worth, I LOVE YOU AINT THAT THE WORST THING YOU EVER HEARD?” 💗 https://t.co/EWUGqWsTsM",2019-08-24 20:47:14,50534,1,0,375,0,1964,4816,0,https://twitter.com/taylorswift13/status/1165364970214891526,1165364970214891526,1165364970214891526
"Shiny toy with a price, you know that I bought it 🥳💗😂 https://t.co/4QRHUx7Ob0",2019-08-24 20:34:18,44856,1,0,340,0,1743,4000,0,https://twitter.com/taylorswift13/status/1165361714608640000,1165361714608640000,1165361714608640000
"We could follow the sparks, I’ll drive 💗 https://t.co/4JMwl9Ae0K",2019-08-24 20:26:29,54033,1,0,356,0,1440,4616,0,https://twitter.com/taylorswift13/status/1165359745580064769,1165359745580064769,1165359745580064769
Good ones never wait 💗 https://t.co/cnAiFk687j,2019-08-24 20:20:44,40055,1,0,273,0,1269,3929,0,https://twitter.com/taylorswift13/status/1165358301086961664,1165358301086961664,1165358301086961664
Who could stay? You could stay. 💗 https://t.co/vkeCfulS8Q,2019-08-24 20:15:21,52269,1,0,502,0,1365,5031,0,https://twitter.com/taylorswift13/status/1165356943877316609,1165356943877316609,1165356943877316609
"This is our place, we make the rules. 💗 https://t.co/qz2DjfJwXe",2019-08-24 20:09:52,52586,1,0,448,0,1330,5074,0,https://twitter.com/taylorswift13/status/1165355565444489218,1165355565444489218,1165355565444489218
"Fever dream high in the quiet of the night, you know that I caught it... 💗 https://t.co/sOqXgcz6v5",2019-08-24 20:05:36,41008,1,0,283,0,1564,3972,0,https://twitter.com/taylorswift13/status/1165354492470206465,1165354492470206465,1165354492470206465
I think the fishbowl scene is my favorite metaphor in the Lover video. And guys.. I’ve performed on stage with Christian Owens for years. He’s unbelievably talented and it was so amazing to have him in the Lover music video! https://t.co/ZDddeb9Ech https://t.co/5Jg3EvANPQ,2019-08-24 19:18:25,83962,1,1,539,0,1547,12756,0,https://twitter.com/taylorswift13/status/1165342616541630464,1165342616541630464,1165342616541630464
"Had to go see the mural in person and it turns out she’s GLORIOUS. Thank you @spotify, it’s been an honor revealing new lyrics with you all week 🥰 📷: @KevinMazur @gettyimages https://t.co/jbC2Ddqi6H",2019-08-24 02:09:55,87045,1,0,456,0,2103,12511,0,https://twitter.com/taylorswift13/status/1165083784481579008,1165083784481579008,1165083784481579008
@halsey CONFIRMED.  🤝,2019-08-23 21:35:36,58011,0,0,881,0,1580,6797,0,https://twitter.com/taylorswift13/status/1165014753200287746,1165014753200287746,1164796590344699905
WHAT IS LIFE EVEN https://t.co/ir7XDx4eSl,2019-08-23 20:18:51,101232,0,1,697,1,3185,12247,0,https://twitter.com/taylorswift13/status/1164995436169629697,1164995436169629697,1164995436169629697
"And I snuck in through the garden gate, every night that summer just to seal my fate // Stream Lover on @youtubemusic! https://t.co/hM1b1jljTG",2019-08-23 19:50:07,94640,1,0,524,0,1926,15233,0,https://twitter.com/taylorswift13/status/1164988205676060679,1164988205676060679,1164988205676060679
"This album is very much a celebration of love, in all its complexity, coziness, and chaos. It’s the first album of mine that I’ve ever owned, and I couldn’t be more proud. I’m so excited that #Lover is out NOW: https://t.co/t7jK7XmEqa https://t.co/NMgE7LTdGZ",2019-08-23 04:05:22,352614,1,1,11127,0,21045,77544,0,https://twitter.com/taylorswift13/status/1164750451209900032,1164750451209900032,1164750451209900032
#Lover out in 30 minutes! https://t.co/uxzMjfmhfG,2019-08-23 03:31:04,104299,1,0,2542,0,5129,17338,0,https://twitter.com/taylorswift13/status/1164741819856576512,1164741819856576512,1164741819856576512
"And so it goes, you two are dancing in a snow globe round and round... The Lover music video is out now! https://t.co/wTViSunbi3 https://t.co/mV0BXZ92QY",2019-08-22 21:49:35,117713,1,1,4727,0,4086,27106,0,https://twitter.com/taylorswift13/status/1164655881499369475,1164655881499369475,1164655881499369475
A fun thing is happening! Learn how to remix You Need to Calm Down in select Apple Stores at the #todayatapple Music Lab. 🎶 https://t.co/sMdfHHXtrD @AppleMusic https://t.co/c7zEOSJEMp,2019-08-22 15:45:38,77902,1,1,1211,0,2294,12545,0,https://twitter.com/taylorswift13/status/1164564294341681157,1164564294341681157,1164564294341681157
