content,date,users
"@stateofarabella @taylornation13 ah yes, the FolkGLARE. 😈 #folkloreOnDisneyPlus",2020-11-26 00:09:00,@stateofarabella
"@stateofarabella @taylornation13 ah yes, the FolkGLARE. 😈 #folkloreOnDisneyPlus",2020-11-26 00:09:00,@taylornation13
@adrienchanted Yeah that one scalds. Like why is it so sad?? I remember finishing that bridge and thinking it was like level 7 sad. But. It’s a 13. #folkloreOnDisneyPlus,2020-11-26 00:03:47,@adrienchanted
@LydsEpp @taylornation13 It really slipped away into a moment of time didn’t it. ☀️ #folkloreOnDisneyPlus,2020-11-25 23:58:42,@LydsEpp
@LydsEpp @taylornation13 It really slipped away into a moment of time didn’t it. ☀️ #folkloreOnDisneyPlus,2020-11-25 23:58:42,@taylornation13
@luvyoutosaturn @taylornation13 @cinnamn13 Wowwwwww thank you so much. I’m so glad you like that one. #folkloreOnDisneyPlus,2020-11-25 23:57:58,@luvyoutosaturn
@luvyoutosaturn @taylornation13 @cinnamn13 Wowwwwww thank you so much. I’m so glad you like that one. #folkloreOnDisneyPlus,2020-11-25 23:57:58,@taylornation13
@luvyoutosaturn @taylornation13 @cinnamn13 Wowwwwww thank you so much. I’m so glad you like that one. #folkloreOnDisneyPlus,2020-11-25 23:57:58,@cinnamn13
"@elincomprendid @taylornation13 Yeah, talking to Jack about life is one of my all time favorite hobbies. He’s always curious, always wondering how to keep learning and growing. He’s the best 😆 #folkloreOnDisneyPlus",2020-11-25 23:40:31,@elincomprendid
"@elincomprendid @taylornation13 Yeah, talking to Jack about life is one of my all time favorite hobbies. He’s always curious, always wondering how to keep learning and growing. He’s the best 😆 #folkloreOnDisneyPlus",2020-11-25 23:40:31,@taylornation13
@thinkzakkIknows @taylornation13 I take that as the highest compliment in existence. 😭😭😭🥺🥺🥺 #folkloreOnDisneyPlus,2020-11-25 23:28:37,@thinkzakkIknows
@thinkzakkIknows @taylornation13 I take that as the highest compliment in existence. 😭😭😭🥺🥺🥺 #folkloreOnDisneyPlus,2020-11-25 23:28:37,@taylornation13
"@tayismyfalsegod @taylornation13 Thank you so much, I’m glad. Folklore is partly personal, partly fictional so I wanted there to be some time for everyone to assign it to their own experiences before I really weighed in about mine. Ya know? #folkloreOnDisneyPlus",2020-11-25 23:23:19,@tayismyfalsegod
"@tayismyfalsegod @taylornation13 Thank you so much, I’m glad. Folklore is partly personal, partly fictional so I wanted there to be some time for everyone to assign it to their own experiences before I really weighed in about mine. Ya know? #folkloreOnDisneyPlus",2020-11-25 23:23:19,@taylornation13
folklore: the long pond studio sessions is out now on @disneyplus! #folkloreOnDisneyPlus  Starring:  #AaronDessner  #JackAntonoff #BonIver  https://t.co/QwS6I9IJTS https://t.co/ZHmJhGhHvI,2020-11-25 08:12:00,@disneyplus!
Well it’s 11/24 and 24-11=13 so I’ve got an announcement 🤓 You haven’t seen this film before ✨ folklore: the long pond studio sessions will be out tonight at midnight PST on @DisneyPlus! #folkloreOnDisneyPlus https://t.co/BTWSRM0yaI,2020-11-24 13:15:30,@DisneyPlus!
Stunning and important. So much love and respect for @boniver https://t.co/rmz8gx90KI,2020-10-19 21:05:42,@boniver
I spoke to @vmagazine about why I’ll be voting for Joe Biden for president. So apt that it’s come out on the night of the VP debate. Gonna be watching and supporting @KamalaHarris by yelling at the tv a lot. And I also have custom cookies 🍪💪😘   📷 @inezandvinoodh https://t.co/DByvIgKocr,2020-10-07 20:23:44,@vmagazine
I spoke to @vmagazine about why I’ll be voting for Joe Biden for president. So apt that it’s come out on the night of the VP debate. Gonna be watching and supporting @KamalaHarris by yelling at the tv a lot. And I also have custom cookies 🍪💪😘   📷 @inezandvinoodh https://t.co/DByvIgKocr,2020-10-07 20:23:44,@KamalaHarris
I spoke to @vmagazine about why I’ll be voting for Joe Biden for president. So apt that it’s come out on the night of the VP debate. Gonna be watching and supporting @KamalaHarris by yelling at the tv a lot. And I also have custom cookies 🍪💪😘   📷 @inezandvinoodh https://t.co/DByvIgKocr,2020-10-07 20:23:44,@inezandvinoodh
WELL this took my breath away and I’m honored to hear Cardigan intertwined with the wonderful @AvrilLavigne’s masterpiece ‘I’m with you’. Bravo and thanks @yungblud!! 👏👏🙏🙏 https://t.co/uN69AADh4f,2020-09-29 19:55:49,@AvrilLavigne’s
WELL this took my breath away and I’m honored to hear Cardigan intertwined with the wonderful @AvrilLavigne’s masterpiece ‘I’m with you’. Bravo and thanks @yungblud!! 👏👏🙏🙏 https://t.co/uN69AADh4f,2020-09-29 19:55:49,@yungblud!!
Guys I don’t know anything but I know I miss youuuuu. So watch the @ACMawards for my performance of ‘Betty’ 🙂 https://t.co/20yUFLYG8B,2020-09-16 01:37:12,@ACMawards
Bout to show up at your party @ACMawards 😺 https://t.co/ekNJfv4hci,2020-09-13 17:58:32,@ACMawards
@VancityReynolds @jessetyler @blakelively not trying to be The Loudest Woman This Town Has Ever Seen™️ but... I LOVE THIS,2020-09-12 20:32:01,@VancityReynolds
@VancityReynolds @jessetyler @blakelively not trying to be The Loudest Woman This Town Has Ever Seen™️ but... I LOVE THIS,2020-09-12 20:32:01,@jessetyler
@VancityReynolds @jessetyler @blakelively not trying to be The Loudest Woman This Town Has Ever Seen™️ but... I LOVE THIS,2020-09-12 20:32:01,@blakelively
@vitoriamariox Vitoria!! Your video just made my day. You worked so hard to get those incredible grades and it was an honor to have some part in your journey. Let’s find a way to meet when it’s safe to! So proud of you 💕,2020-08-26 16:13:43,@vitoriamariox
@jpcleds WOW this is incredible!! Thank you so much for making this. 🎂 I also saw your Instagram and your art is phenomenal!👏👏👏😘😘😘,2020-08-03 23:37:19,@jpcleds
@thechicks https://t.co/uaNE7N2N7x,2020-07-30 23:27:37,@thechicks
@seeitinmymind Welcome back from your trip! We are all somber woodland fairies now. Feel free to grab a wicker basket and join us! 🧚‍♀️ 🧚‍♂️😄,2020-07-30 21:57:26,@seeitinmymind
"@AmiraRasool Amira, I admire the work you’re doing and I’m happy to make a contribution to your company and to support the Black in Fashion Council (launching on 8/3) with a donation 💗@thefolklore @amirarasool @bifcglobal  #blackinfashioncouncil",2020-07-30 16:05:52,@AmiraRasool
"@AmiraRasool Amira, I admire the work you’re doing and I’m happy to make a contribution to your company and to support the Black in Fashion Council (launching on 8/3) with a donation 💗@thefolklore @amirarasool @bifcglobal  #blackinfashioncouncil",2020-07-30 16:05:52,@thefolklore
"@AmiraRasool Amira, I admire the work you’re doing and I’m happy to make a contribution to your company and to support the Black in Fashion Council (launching on 8/3) with a donation 💗@thefolklore @amirarasool @bifcglobal  #blackinfashioncouncil",2020-07-30 16:05:52,@amirarasool
"@AmiraRasool Amira, I admire the work you’re doing and I’m happy to make a contribution to your company and to support the Black in Fashion Council (launching on 8/3) with a donation 💗@thefolklore @amirarasool @bifcglobal  #blackinfashioncouncil",2020-07-30 16:05:52,@bifcglobal
@kenziecoffman When I tell you I nearly choked on my wine laughing at this 😂😂😂😂,2020-07-30 03:43:56,@kenziecoffman
@maisiehpeters My ears have been blessed on this fine Tuesday 🙏🙏🙏,2020-07-28 16:55:09,@maisiehpeters
@joshvisser Omg did you just call me “daddy”,2020-07-24 22:34:12,@joshvisser
@KaileySteward The whole album mood board was actually just ‘life of inner forest witch’ written in quill and ink on a scroll made of tree bark so this tracks,2020-07-24 21:55:10,@KaileySteward
@stephenszczerba yep just trying to do my part over here 😷🕯😺,2020-07-24 21:53:03,@stephenszczerba
Can’t wait to watch @Disclosure_Doc on @netflix today!! Executive produced by @Lavernecox who is extraordinary 💕💕💕 Who else is gonna watch?! https://t.co/tYnZXfYzk5,2020-06-19 17:09:36,@Disclosure_Doc
Can’t wait to watch @Disclosure_Doc on @netflix today!! Executive produced by @Lavernecox who is extraordinary 💕💕💕 Who else is gonna watch?! https://t.co/tYnZXfYzk5,2020-06-19 17:09:36,@netflix
Can’t wait to watch @Disclosure_Doc on @netflix today!! Executive produced by @Lavernecox who is extraordinary 💕💕💕 Who else is gonna watch?! https://t.co/tYnZXfYzk5,2020-06-19 17:09:36,@Lavernecox
"Happy Juneteenth! I want to thank @TheRoot and @RhapsoDani for allowing me to post this video about the significance of today, June 19th, and why it should be celebrated as a National holiday. https://t.co/7yjwh4Lddg",2020-06-19 04:01:21,@TheRoot
"Happy Juneteenth! I want to thank @TheRoot and @RhapsoDani for allowing me to post this video about the significance of today, June 19th, and why it should be celebrated as a National holiday. https://t.co/7yjwh4Lddg",2020-06-19 04:01:21,@RhapsoDani
This article written by @BarackObama is a fascinating read about changing policy at the state and local levels. https://t.co/kwwFjaXCuC,2020-06-09 19:09:57,@BarackObama
"After stoking the fires of white supremacy and racism your entire presidency, you have the nerve to feign moral superiority before threatening violence? ‘When the looting starts the shooting starts’??? We will vote you out in November. @realdonaldtrump",2020-05-29 15:33:41,@realdonaldtrump
VERY STOKED about this cover of lwymmd on @KillingEve by Jack leopards &amp; the dolphin club!! https://t.co/fhkLfOssfm,2020-05-25 02:11:02,@KillingEve
@etnow I personally really relate to this tweet. 😎,2020-05-19 20:31:11,@etnow
The City Of Lover concert is streaming on @Hulu + @DisneyPlus! And the live songs are available now 💕 https://t.co/KZNhsi9o3Y  #TaylorSwiftCityOfLover https://t.co/LTTkqliMWY,2020-05-18 19:58:45,@Hulu
The City Of Lover concert is streaming on @Hulu + @DisneyPlus! And the live songs are available now 💕 https://t.co/KZNhsi9o3Y  #TaylorSwiftCityOfLover https://t.co/LTTkqliMWY,2020-05-18 19:58:45,@DisneyPlus!
@TheAddyMiller Addy I had to google YGG but a) now I know what it means b) YGG back! c) tell your mom hi she seems cool 😎,2020-05-18 03:10:13,@TheAddyMiller
@tracesofswift @winestainedtay MY HEART ❤️,2020-05-18 03:04:52,@tracesofswift
@tracesofswift @winestainedtay MY HEART ❤️,2020-05-18 03:04:52,@winestainedtay
@nathansrep_ THIS PIC IS SO AWW 🥰 🥺💕,2020-05-18 02:42:52,@nathansrep_
@LOLbridg Thank you so much for everything you do and how hard you’re working to keep us safe 🙏🙏🙏,2020-05-18 02:35:30,@LOLbridg
@Ru_ReAdy_FoR_IT I’m so sorry it’s been hard and I’m so touched and flattered that the show is making you smile 😊,2020-05-18 02:25:31,@Ru_ReAdy_FoR_IT
@13yearsoftay Aww thanks bud 🥺🥺🥺🏹💗,2020-05-18 02:17:47,@13yearsoftay
@loverlauren13 @taylornation13 Cute cute cute 🎆🎆🎆,2020-05-18 02:09:40,@loverlauren13
@loverlauren13 @taylornation13 Cute cute cute 🎆🎆🎆,2020-05-18 02:09:40,@taylornation13
@CaleighAMiller YAY! Glad you’re watching 💕,2020-05-18 02:09:08,@CaleighAMiller
Stoked to relive our Paris show tonight when the City of Lover concert airs at 10pm ET/9pm CT on @ABCNetwork - then tomorrow on @hulu and @disneyplus 💕 It was the best album release party I could’ve wished for 😆✨💐🎆🕶 love you guys 💋 https://t.co/G9Dm3nYrgv,2020-05-17 17:15:45,@ABCNetwork
Stoked to relive our Paris show tonight when the City of Lover concert airs at 10pm ET/9pm CT on @ABCNetwork - then tomorrow on @hulu and @disneyplus 💕 It was the best album release party I could’ve wished for 😆✨💐🎆🕶 love you guys 💋 https://t.co/G9Dm3nYrgv,2020-05-17 17:15:45,@hulu
Stoked to relive our Paris show tonight when the City of Lover concert airs at 10pm ET/9pm CT on @ABCNetwork - then tomorrow on @hulu and @disneyplus 💕 It was the best album release party I could’ve wished for 😆✨💐🎆🕶 love you guys 💋 https://t.co/G9Dm3nYrgv,2020-05-17 17:15:45,@disneyplus
City Of Lover Concert 💕 Airing this Sunday at 10p ET on @ABCNetwork and streaming the next day on @hulu  and @disneyplus!  #TaylorSwiftCityOfLover  📸: Dave Hogan https://t.co/cYAu74UCut,2020-05-15 15:07:21,@ABCNetwork
City Of Lover Concert 💕 Airing this Sunday at 10p ET on @ABCNetwork and streaming the next day on @hulu  and @disneyplus!  #TaylorSwiftCityOfLover  📸: Dave Hogan https://t.co/cYAu74UCut,2020-05-15 15:07:21,@hulu
City Of Lover Concert 💕 Airing this Sunday at 10p ET on @ABCNetwork and streaming the next day on @hulu  and @disneyplus!  #TaylorSwiftCityOfLover  📸: Dave Hogan https://t.co/cYAu74UCut,2020-05-15 15:07:21,@disneyplus!
Excited to announce the City of Lover Concert! We filmed my show in Paris in September and thought it’d be fun to share it with you 😄May 17 at 10p ET on @abcnetwork and available the next day on @hulu and @disneyplus! #TaylorSwiftCityOfLover https://t.co/7B3ky0rO5B,2020-05-08 12:47:13,@abcnetwork
Excited to announce the City of Lover Concert! We filmed my show in Paris in September and thought it’d be fun to share it with you 😄May 17 at 10p ET on @abcnetwork and available the next day on @hulu and @disneyplus! #TaylorSwiftCityOfLover https://t.co/7B3ky0rO5B,2020-05-08 12:47:13,@hulu
Excited to announce the City of Lover Concert! We filmed my show in Paris in September and thought it’d be fun to share it with you 😄May 17 at 10p ET on @abcnetwork and available the next day on @hulu and @disneyplus! #TaylorSwiftCityOfLover https://t.co/7B3ky0rO5B,2020-05-08 12:47:13,@disneyplus!
@maisiehpeters 🎆🌸✨heavenly✨🌸🎆,2020-04-18 18:26:33,@maisiehpeters
@RyanHurd Love this so much 🙏,2020-04-14 18:17:17,@RyanHurd
"It’s National Siblings Day! My brother @austinswift7 is one of my best pals, and I’m really proud of him because he’s in a film that came out today called We Summon The Darkness (which he co-produced). Photo by Gigi. My facial expression by 3 glasses of wine. #nationalsiblingsday https://t.co/1SXUtIxaiP",2020-04-10 18:18:54,@austinswift7
My Women’s History Month playlist is nostalgic comfort vibes by women I adore 💛 @Spotify  https://t.co/q47iu4Vc7L https://t.co/I5jQCZy8G1,2020-03-27 13:15:38,@Spotify
"In honor of International Women’s Day, I changed out my @AppleMusic playlist to songs I’m loving right now by female artists and bands. 💕 Let’s all celebrate together by honoring the women in our lives and the women out there pushing things forward 😘 https://t.co/YSUOgCUqIa",2020-03-07 17:15:15,@AppleMusic
"@Dominic_Toliver @tiktok_us Dominic your reactions were SO good, when you were all ‘you got this!!’ And jayden’s all ‘😍❤️💗’. I cackle every time I see it. Thanks so much for spending the day with me!",2020-02-27 14:50:34,@Dominic_Toliver
"@Dominic_Toliver @tiktok_us Dominic your reactions were SO good, when you were all ‘you got this!!’ And jayden’s all ‘😍❤️💗’. I cackle every time I see it. Thanks so much for spending the day with me!",2020-02-27 14:50:34,@tiktok_us
@iamlorengray This post 🥺🥰 I appreciate you saying this so much. I had the best time hanging out &amp; talking on the tennis court with you! Pennsylvania girls represent 🥳 Gonna be cheering you on for everything you do!,2020-02-27 14:48:34,@iamlorengray
@jaydenbartels Every time I see you in the video I just GRIN because you were so good and so awesome to be around. Thank you SO much for being a part of it!!!,2020-02-27 14:46:32,@jaydenbartels
it’s so cool to have you be a part of this!! Thank you @jaydenbartels and @dominic_toliver for your amazing and hilarious reactions- and @iamlorengray your eye roll really was aStOnIsHiNg 🥰😘💗,2020-02-27 14:23:03,@jaydenbartels
it’s so cool to have you be a part of this!! Thank you @jaydenbartels and @dominic_toliver for your amazing and hilarious reactions- and @iamlorengray your eye roll really was aStOnIsHiNg 🥰😘💗,2020-02-27 14:23:03,@dominic_toliver
it’s so cool to have you be a part of this!! Thank you @jaydenbartels and @dominic_toliver for your amazing and hilarious reactions- and @iamlorengray your eye roll really was aStOnIsHiNg 🥰😘💗,2020-02-27 14:23:03,@iamlorengray
Just sitting here pondering how happy I am that The Man music video is OUT. I want to say thank you to so many people- Gotta thank @TheRock for voicing The Man and for being so supportive of my music for years (and now my directorial debut!)- https://t.co/6G9G21Lw8J,2020-02-27 14:22:18,@TheRock
"@billybragg It was excellent meeting you and this is so nice of you to say.  💗 See you at Glasto, new friend!",2020-02-13 23:32:29,@billybragg
🎶I enjoy nights in Brixton🎶 but especially when they’re like last night @NME! Met @clairo @beabad00bee &amp; @fkatwigs who are amazing. Got to tell @robynkonichiwa she’s the melody queen of my musical heart &amp; got to take another middle finger trophy home to the felines. 🇬🇧🍾🥂 https://t.co/JN3fjyKQ5v,2020-02-13 22:58:33,@NME!
🎶I enjoy nights in Brixton🎶 but especially when they’re like last night @NME! Met @clairo @beabad00bee &amp; @fkatwigs who are amazing. Got to tell @robynkonichiwa she’s the melody queen of my musical heart &amp; got to take another middle finger trophy home to the felines. 🇬🇧🍾🥂 https://t.co/JN3fjyKQ5v,2020-02-13 22:58:33,@clairo
🎶I enjoy nights in Brixton🎶 but especially when they’re like last night @NME! Met @clairo @beabad00bee &amp; @fkatwigs who are amazing. Got to tell @robynkonichiwa she’s the melody queen of my musical heart &amp; got to take another middle finger trophy home to the felines. 🇬🇧🍾🥂 https://t.co/JN3fjyKQ5v,2020-02-13 22:58:33,@beabad00bee
🎶I enjoy nights in Brixton🎶 but especially when they’re like last night @NME! Met @clairo @beabad00bee &amp; @fkatwigs who are amazing. Got to tell @robynkonichiwa she’s the melody queen of my musical heart &amp; got to take another middle finger trophy home to the felines. 🇬🇧🍾🥂 https://t.co/JN3fjyKQ5v,2020-02-13 22:58:33,@fkatwigs
🎶I enjoy nights in Brixton🎶 but especially when they’re like last night @NME! Met @clairo @beabad00bee &amp; @fkatwigs who are amazing. Got to tell @robynkonichiwa she’s the melody queen of my musical heart &amp; got to take another middle finger trophy home to the felines. 🇬🇧🍾🥂 https://t.co/JN3fjyKQ5v,2020-02-13 22:58:33,@robynkonichiwa
#MissAmericana is on @NetflixFilm! I’m excited for you to see it. I want to thank Lana Wilson for her curiosity &amp; for wanting to make this film. It’s wild to be sharing so much of my life because it’s scary to be vulnerable! (understatement of the century) https://t.co/Ot56y6jnCs https://t.co/U40wFv82JL,2020-01-31 13:06:31,@NetflixFilm!
For a limited time #MissAmericana will be playing in select theaters - tickets available at https://t.co/I4b7yZZZss 🎉 And stream it globally on @NetflixFilm January 31! https://t.co/AzWG6WYkST,2020-01-30 02:53:46,@NetflixFilm
☃️❄️Sundance was as snowy and fun as this photo shoot foreshadowed❄️☃️ Thank you so much @Variety @ChrisWillman @shirleyhalperin for this cover/interview and Mary Ellen Matthews for taking these pics. Can’t wait for Jan 31 when #MissAmericana comes out on @NetflixFilm! https://t.co/Pq4U6l5nKs,2020-01-27 19:23:42,@Variety
☃️❄️Sundance was as snowy and fun as this photo shoot foreshadowed❄️☃️ Thank you so much @Variety @ChrisWillman @shirleyhalperin for this cover/interview and Mary Ellen Matthews for taking these pics. Can’t wait for Jan 31 when #MissAmericana comes out on @NetflixFilm! https://t.co/Pq4U6l5nKs,2020-01-27 19:23:42,@ChrisWillman
☃️❄️Sundance was as snowy and fun as this photo shoot foreshadowed❄️☃️ Thank you so much @Variety @ChrisWillman @shirleyhalperin for this cover/interview and Mary Ellen Matthews for taking these pics. Can’t wait for Jan 31 when #MissAmericana comes out on @NetflixFilm! https://t.co/Pq4U6l5nKs,2020-01-27 19:23:42,@shirleyhalperin
☃️❄️Sundance was as snowy and fun as this photo shoot foreshadowed❄️☃️ Thank you so much @Variety @ChrisWillman @shirleyhalperin for this cover/interview and Mary Ellen Matthews for taking these pics. Can’t wait for Jan 31 when #MissAmericana comes out on @NetflixFilm! https://t.co/Pq4U6l5nKs,2020-01-27 19:23:42,@NetflixFilm!
Miss Americana - Official Trailer · It’s been a long time coming ✨ Out in select theaters and on @NetflixFilm January 31 https://t.co/Ot56y6jnCs https://t.co/lGp1mDvBJI,2020-01-22 15:38:14,@NetflixFilm
Miss Americana 🎬 January 31 on @NetflixFilm  https://t.co/Ot56y6jnCs https://t.co/hrnxN5IxuY,2020-01-15 22:23:28,@NetflixFilm
Absolutely loved reliving the making of Lover - Diary of a Song with @joecoscarelli @nytimes 💘 https://t.co/1MMc6MLTub https://t.co/kovFAhhOZH,2019-12-24 17:04:30,@joecoscarelli
Absolutely loved reliving the making of Lover - Diary of a Song with @joecoscarelli @nytimes 💘 https://t.co/1MMc6MLTub https://t.co/kovFAhhOZH,2019-12-24 17:04:30,@nytimes
Walked into the studio to a surprise birthday party from these two @jackantonoff &amp; Laura Sisk - it’s equally wild and cozy to think it was the three of us in a room making a song called Lover here last year. ♥️ https://t.co/C9Q05p75S6,2019-12-18 15:46:12,@jackantonoff
HEY THANKS @BILLBOARD 🙏 it was a whole entire party chatting with @jasonlipshutz and Sami Drasin killed it with these photos!! Thank you so much for this honor. 😸 https://t.co/jdZcDhDqsF,2019-12-11 21:33:40,@BILLBOARD
HEY THANKS @BILLBOARD 🙏 it was a whole entire party chatting with @jasonlipshutz and Sami Drasin killed it with these photos!! Thank you so much for this honor. 😸 https://t.co/jdZcDhDqsF,2019-12-11 21:33:40,@jasonlipshutz
✨✨✨✨✨✨✨✨✨✨✨✨✨ @people 📸 Miller Mobley  https://t.co/Byai8sFql1 https://t.co/hP8EEP9Jbf,2019-12-10 17:44:51,@people
"Throwback to my first day on the set of @catsmovie. Basically, Bombalurina is one of those really mischievous cats you see in internet videos who has figured out how to open human doors 🚪 https://t.co/pBo11uCN40",2019-12-10 14:36:42,@catsmovie.
"I ended up spending many days on set watching the other performers do their scenes. Watching the character Victoria, played by Frankie Hayward inspired me so much and Beautiful Ghosts was the result. Congrats to my co-writer and buddy 4 life @OfficialALW. This is just purrfect 😸",2019-12-09 14:45:29,@OfficialALW.
"It’s rumored that if you say “Alexa, play the new Taylor Swift on @amazonmusic” out loud, it will make Santa like you more. 🤷‍♀️✨🎅📜 https://t.co/SsNfcgZX3R",2019-12-06 18:13:47,@amazonmusic”
"Thank you @people, @chiumelo, @danwakeford, and 📸 Miller Mobley 😃 https://t.co/Byai8sFql1 https://t.co/jObmAHcuuS",2019-12-04 15:19:17,"@people,"
"Thank you @people, @chiumelo, @danwakeford, and 📸 Miller Mobley 😃 https://t.co/Byai8sFql1 https://t.co/jObmAHcuuS",2019-12-04 15:19:17,"@chiumelo,"
"Thank you @people, @chiumelo, @danwakeford, and 📸 Miller Mobley 😃 https://t.co/Byai8sFql1 https://t.co/jObmAHcuuS",2019-12-04 15:19:17,"@danwakeford,"
"HEY @britishvogue! It’s always a dreamscape of creativity &amp; hilarity working with @Edward_Enninful but putting him together with @patmcgrathreal = the funniest wildest shoot I’ve been on 😹 Love this team, so grateful for everyone involved Craig McDean, @GuidoPalau, @JillDemling https://t.co/AOUTCid4fG",2019-12-01 17:05:25,@britishvogue!
"HEY @britishvogue! It’s always a dreamscape of creativity &amp; hilarity working with @Edward_Enninful but putting him together with @patmcgrathreal = the funniest wildest shoot I’ve been on 😹 Love this team, so grateful for everyone involved Craig McDean, @GuidoPalau, @JillDemling https://t.co/AOUTCid4fG",2019-12-01 17:05:25,@Edward_Enninful
"HEY @britishvogue! It’s always a dreamscape of creativity &amp; hilarity working with @Edward_Enninful but putting him together with @patmcgrathreal = the funniest wildest shoot I’ve been on 😹 Love this team, so grateful for everyone involved Craig McDean, @GuidoPalau, @JillDemling https://t.co/AOUTCid4fG",2019-12-01 17:05:25,@patmcgrathreal
"HEY @britishvogue! It’s always a dreamscape of creativity &amp; hilarity working with @Edward_Enninful but putting him together with @patmcgrathreal = the funniest wildest shoot I’ve been on 😹 Love this team, so grateful for everyone involved Craig McDean, @GuidoPalau, @JillDemling https://t.co/AOUTCid4fG",2019-12-01 17:05:25,"@GuidoPalau,"
"HEY @britishvogue! It’s always a dreamscape of creativity &amp; hilarity working with @Edward_Enninful but putting him together with @patmcgrathreal = the funniest wildest shoot I’ve been on 😹 Love this team, so grateful for everyone involved Craig McDean, @GuidoPalau, @JillDemling https://t.co/AOUTCid4fG",2019-12-01 17:05:25,@JillDemling
@paginaskinner @reidoburrito95 @TeenVogue This just made me SO emotional. @reidoburrito95 I can’t tell you how honored I am that my song has been even a small part in your journey. You did the brave thing and stood up for your truth 👏👏👏👏👏👏👏👏👏👏👏👏👏,2019-11-23 03:28:19,@paginaskinner
@paginaskinner @reidoburrito95 @TeenVogue This just made me SO emotional. @reidoburrito95 I can’t tell you how honored I am that my song has been even a small part in your journey. You did the brave thing and stood up for your truth 👏👏👏👏👏👏👏👏👏👏👏👏👏,2019-11-23 03:28:19,@reidoburrito95
@paginaskinner @reidoburrito95 @TeenVogue This just made me SO emotional. @reidoburrito95 I can’t tell you how honored I am that my song has been even a small part in your journey. You did the brave thing and stood up for your truth 👏👏👏👏👏👏👏👏👏👏👏👏👏,2019-11-23 03:28:19,@TeenVogue
@paginaskinner @reidoburrito95 @TeenVogue This just made me SO emotional. @reidoburrito95 I can’t tell you how honored I am that my song has been even a small part in your journey. You did the brave thing and stood up for your truth 👏👏👏👏👏👏👏👏👏👏👏👏👏,2019-11-23 03:28:19,@reidoburrito95
The lyric video for the Lover remix is here and she’s wintery cute check her out 🌨❄️☃️ @ShawnMendes   https://t.co/YoswDVz4U3 https://t.co/k7dzL7CY3v,2019-11-22 23:10:09,@ShawnMendes
“Beautiful Ghosts” out tomorrow at 12:01 a.m. EST 😺 @catsmovie https://t.co/nZ5ncd3yki,2019-11-14 13:17:43,@catsmovie
Well guys it finally happened: WE DID A COLLABORASHAWN. Sending out a whole entire THANKS BUDDY to @ShawnMendes rn - I’m so stoked that our remix of Lover is out NOW!  https://t.co/BOxfgBKv1a https://t.co/0dFyd1Lk5O,2019-11-13 12:13:40,@ShawnMendes
Ya could I get these to go? @ntv_sukkiri https://t.co/tNCS9pJTCp,2019-11-07 03:12:36,@ntv_sukkiri
You heard it here first 👽 😇 🎶 Watch us on @NBCTheVoice at 8/7c tonight! @kellyclarkson https://t.co/s1P8ywYsXB,2019-11-06 00:38:24,@NBCTheVoice
You heard it here first 👽 😇 🎶 Watch us on @NBCTheVoice at 8/7c tonight! @kellyclarkson https://t.co/s1P8ywYsXB,2019-11-06 00:38:24,@kellyclarkson
Playing with filters and yelling with the Legend himself. Tune in to @NBCTheVoice tonight at 8/7c! @johnlegend https://t.co/OG5AZ8XCjr,2019-11-04 22:36:00,@NBCTheVoice
Playing with filters and yelling with the Legend himself. Tune in to @NBCTheVoice tonight at 8/7c! @johnlegend https://t.co/OG5AZ8XCjr,2019-11-04 22:36:00,@johnlegend
"We talked emo bands, favorite lyricists (hey @petewentz &amp; @LanaDelRey), zingers, and soooo much more. Full interview with @zanelowe is live on @Beats1 @AppleMusic! 💕 https://t.co/iUYnqqsfum https://t.co/thzhTnRZcS",2019-10-30 18:36:13,@petewentz
"We talked emo bands, favorite lyricists (hey @petewentz &amp; @LanaDelRey), zingers, and soooo much more. Full interview with @zanelowe is live on @Beats1 @AppleMusic! 💕 https://t.co/iUYnqqsfum https://t.co/thzhTnRZcS",2019-10-30 18:36:13,"@LanaDelRey),"
"We talked emo bands, favorite lyricists (hey @petewentz &amp; @LanaDelRey), zingers, and soooo much more. Full interview with @zanelowe is live on @Beats1 @AppleMusic! 💕 https://t.co/iUYnqqsfum https://t.co/thzhTnRZcS",2019-10-30 18:36:13,@zanelowe
"We talked emo bands, favorite lyricists (hey @petewentz &amp; @LanaDelRey), zingers, and soooo much more. Full interview with @zanelowe is live on @Beats1 @AppleMusic! 💕 https://t.co/iUYnqqsfum https://t.co/thzhTnRZcS",2019-10-30 18:36:13,@Beats1
"We talked emo bands, favorite lyricists (hey @petewentz &amp; @LanaDelRey), zingers, and soooo much more. Full interview with @zanelowe is live on @Beats1 @AppleMusic! 💕 https://t.co/iUYnqqsfum https://t.co/thzhTnRZcS",2019-10-30 18:36:13,@AppleMusic!
Catch us on @NBCTheVoice tonight at 8/7c! @gwenstefani 💗 https://t.co/Njhql62zDf,2019-10-29 22:35:10,@NBCTheVoice
Catch us on @NBCTheVoice tonight at 8/7c! @gwenstefani 💗 https://t.co/Njhql62zDf,2019-10-29 22:35:10,@gwenstefani
I was promised Lively 🤷🏼‍♀️ But Shelton is cool too. SO excited to be on @NBCTheVoice with @blakeshelton tonight at 8/7c! https://t.co/haSdVflANG,2019-10-28 21:39:52,@NBCTheVoice
